========================================
ho2+ho2_Lei_B13_Energy_1_34.9759.out
0.1 atm
T,P1->W3
200.0,4.35558e-13
210.0,3.6192e-13
220.0,3.02393e-13
230.0,2.54169e-13
240.0,2.14749e-13
250.0,1.82422e-13
260.0,1.55678e-13
270.0,1.33436e-13
280.0,1.14839e-13
290.0,9.93015e-14
300.0,8.61128e-14
310.0,7.50344e-14
320.0,6.5551e-14
330.0,5.74996e-14
340.0,5.05469e-14
350.0,4.46412e-14
360.0,3.95455e-14
370.0,3.51606e-14
380.0,3.1443e-14
390.0,2.81766e-14
400.0,2.51944e-14
410.0,2.27102e-14
420.0,2.05244e-14
430.0,1.86148e-14
440.0,1.68903e-14
450.0,1.51946e-14
460.0,1.38232e-14
470.0,1.25789e-14
480.0,1.13993e-14
490.0,1.03945e-14
500.0,9.47419e-15
510.0,8.62678e-15
520.0,7.7519e-15
530.0,7.09098e-15
540.0,6.4706e-15
550.0,5.90463e-15
560.0,5.34136e-15
570.0,4.88018e-15
580.0,4.43072e-15
590.0,4.02586e-15
600.0,3.67186e-15
610.0,3.37492e-15
620.0,3.08376e-15
630.0,2.82965e-15
640.0,2.57949e-15
650.0,2.38858e-15
660.0,2.18584e-15
670.0,2.03398e-15
680.0,1.86499e-15
690.0,1.72094e-15
700.0,1.61185e-15
800.0,8.55542e-16
900.0,5.59671e-16
1000.0,4.81491e-16
1100.0,5.66506e-16
1200.0,7.00993e-16
1300.0,8.38035e-16
1400.0,9.3965e-16
1500.0,1.12176e-15
1600.0,1.2388e-15
1700.0,1.3941e-15
1800.0,1.4159e-15
1900.0,1.69445e-15
2000.0,1.80114e-15
2100.0,1.94786e-15
2200.0,1.85812e-15
2300.0,2.03982e-15
2400.0,2.2363e-15
2500.0,2.16701e-15
2600.0,2.2689e-15
2700.0,2.19242e-15
2800.0,2.1198e-15
2900.0,2.05092e-15
3000.0,1.9879e-15
========================================
ho2+ho2_Lei_B13_Energy_1_34.9759.out
1.0 atm
T,P1->W3
200.0,4.35558e-13
210.0,3.6192e-13
220.0,3.02393e-13
230.0,2.54169e-13
240.0,2.14749e-13
250.0,1.82422e-13
260.0,1.55678e-13
270.0,1.33436e-13
280.0,1.14839e-13
