========================================
combined_W1b_Energy_1_0.0.out
0.1 atm
T,P1->W3
200.0,1.25503e-13
210.0,1.02278e-13
220.0,8.37386e-14
230.0,6.91503e-14
240.0,5.74247e-14
250.0,4.79387e-14
260.0,4.02825e-14
270.0,3.39664e-14
280.0,2.88093e-14
290.0,2.45669e-14
300.0,2.09898e-14
310.0,1.806e-14
320.0,1.5586e-14
330.0,1.35098e-14
340.0,1.17494e-14
350.0,1.02784e-14
360.0,9.03244e-15
370.0,7.96996e-15
380.0,7.07152e-15
390.0,6.28911e-15
400.0,5.56311e-15
410.0,4.97394e-15
420.0,4.45899e-15
430.0,4.00907e-15
440.0,3.60854e-15
450.0,3.20868e-15
460.0,2.89578e-15
470.0,2.61323e-15
480.0,2.34183e-15
490.0,2.11798e-15
500.0,1.91354e-15
510.0,1.72615e-15
520.0,1.53352e-15
530.0,1.38992e-15
540.0,1.25819e-15
550.0,1.13944e-15
560.0,1.0189e-15
570.0,9.24372e-16
580.0,8.30421e-16
590.0,7.49021e-16
600.0,6.77391e-16
610.0,6.19322e-16
620.0,5.61646e-16
630.0,5.11943e-16
640.0,4.63166e-16
650.0,4.2806e-16
660.0,3.88427e-16
670.0,3.61325e-16
680.0,3.28965e-16
690.0,3.022e-16
700.0,2.83638e-16
800.0,1.51717e-16
900.0,1.07661e-16
1000.0,1.12407e-16
1100.0,1.45417e-16
1200.0,1.85825e-16
1300.0,2.26303e-16
1400.0,2.56427e-16
1500.0,3.0975e-16
1600.0,3.44326e-16
1700.0,3.90222e-16
1800.0,3.97234e-16
1900.0,4.82552e-16
2000.0,5.19634e-16
2100.0,5.72853e-16
2200.0,5.54842e-16
2300.0,6.30722e-16
2400.0,7.22362e-16
2500.0,7.22844e-16
2600.0,7.91382e-16
2700.0,7.91577e-16
2800.0,7.91031e-16
2900.0,7.8816e-16
3000.0,7.82634e-16
========================================
combined_W1b_Energy_1_0.0.out
1.0 atm
T,P1->W3
200.0,1.25503e-13
210.0,1.02278e-13
220.0,8.37386e-14
230.0,6.91503e-14
240.0,5.74247e-14
250.0,4.79387e-14
260.0,4.02825e-14
270.0,3.39664e-14
280.0,2.88093e-14
290.0,2.45669e-14
300.0,2.09898e-14
310.0,1.806e-14
320.0,1.5586e-14
330.0,1.35098e-14
340.0,1.17494e-14
350.0,1.02784e-14
360.0,9.03244e-15
370.0,7.96996e-15
380.0,7.07152e-15
390.0,6.28911e-15
400.0,5.56311e-15
410.0,4.97394e-15
420.0,4.45899e-15
430.0,4.00907e-15
440.0,3.60854e-15
450.0,3.20868e-15
460.0,2.89578e-15
470.0,2.61323e-15
480.0,2.34183e-15
490.0,2.11798e-15
500.0,1.91354e-15
510.0,1.72615e-15
520.0,1.53352e-15
530.0,1.38992e-15
540.0,1.25819e-15
550.0,1.13944e-15
560.0,1.0189e-15
570.0,9.24372e-16
580.0,8.30421e-16
590.0,7.49021e-16
600.0,6.77391e-16
610.0,6.19322e-16
620.0,5.61646e-16
630.0,5.11943e-16
640.0,4.63166e-16
650.0,4.2806e-16
660.0,3.88427e-16
670.0,3.61325e-16
680.0,3.28965e-16
690.0,3.022e-16
700.0,2.83638e-16
800.0,1.51717e-16
900.0,1.07661e-16
1000.0,1.12407e-16
1100.0,1.45417e-16
1200.0,1.85825e-16
1300.0,2.26303e-16
1400.0,2.56427e-16
1500.0,3.0975e-16
1600.0,3.44326e-16
1700.0,3.90222e-16
1800.0,3.97234e-16
1900.0,4.82552e-16
2000.0,5.19634e-16
2100.0,5.72853e-16
2200.0,5.54842e-16
2300.0,6.30722e-16
2400.0,7.22362e-16
2500.0,7.22844e-16
2600.0,7.91382e-16
2700.0,7.91577e-16
2800.0,7.91031e-16
2900.0,7.8816e-16
3000.0,7.82634e-16
========================================
combined_W1b_Energy_1_0.0.out
4 atm
T,P1->W3
200.0,1.25503e-13
210.0,1.02278e-13
220.0,8.37386e-14
230.0,6.91503e-14
240.0,5.74247e-14
250.0,4.79387e-14
260.0,4.02825e-14
270.0,3.39664e-14
280.0,2.88093e-14
290.0,2.45669e-14
300.0,2.09898e-14
310.0,1.806e-14
320.0,1.5586e-14
330.0,1.35098e-14
340.0,1.17494e-14
350.0,1.02784e-14
360.0,9.03244e-15
370.0,7.96996e-15
380.0,7.07152e-15
390.0,6.28911e-15
400.0,5.56311e-15
410.0,4.97394e-15
420.0,4.45899e-15
430.0,4.00907e-15
440.0,3.60854e-15
450.0,3.20868e-15
460.0,2.89578e-15
470.0,2.61323e-15
480.0,2.34183e-15
490.0,2.11798e-15
500.0,1.91354e-15
510.0,1.72615e-15
520.0,1.53352e-15
530.0,1.38992e-15
540.0,1.25819e-15
550.0,1.13944e-15
560.0,1.0189e-15
570.0,9.24372e-16
580.0,8.30421e-16
590.0,7.49021e-16
600.0,6.77391e-16
610.0,6.19322e-16
620.0,5.61646e-16
630.0,5.11943e-16
640.0,4.63166e-16
650.0,4.2806e-16
660.0,3.88427e-16
670.0,3.61325e-16
680.0,3.28965e-16
690.0,3.022e-16
700.0,2.83638e-16
800.0,1.51717e-16
900.0,1.07661e-16
1000.0,1.12407e-16
1100.0,1.45417e-16
1200.0,1.85825e-16
1300.0,2.26303e-16
1400.0,2.56427e-16
1500.0,3.0975e-16
1600.0,3.44326e-16
1700.0,3.90222e-16
